reviews.rating,reviews.text,reviews_year
2.9,"Bad: The rooms are tiny, but expensive. The staff was not very friendly or helpful. They seemed bored and not so welcoming to visitors. They didnt refill the coffee thermos for breakfast and didnt care to either. It was awkward. Good: The place is clean and centrally located. I enjoyed the music playing in the room upon arrival. Its been updated although its an old building.",2018
3.75,Bad: The room was right off the elevator so you could hear everyone coming off of it. Good: The bathroom was very nice. The shower has great water pressure and the shower head is adjustable.,2018
4.15,"Bad: Breakfast was inadequate, no protein. Small bathroom. No luggage cart. Good: Location and discount parking. Clean with nice staff. Near subway station and Newbury St. with lots of good restaurants within walking distance.",2018
5.0,"Bad: The TV was on in the lounge during breakfast, tuned to GMA and Kelly Ripa-terrible shows, too loud, couldn't find a remote. It would be better on close caption with no sound or another channel, or have the remote so that breakfasters can change it. Thanks!. Good: Atmosphere. Location.",2018
5.0,Everything was perfect,2018
4.4,Cozy room and vibe to this place... many food options close by.. minutes from Fenway Park and the house of blues,2018
4.4,Good: Coffee and juice were nice to start out the day with! Cold cereal would have been a plus.,2018
5.0,Nothing to complain about Everything was fine and week with the price. It is very central in Boston and close to the public transportation.,2018
4.15,"Bad: No hot water in the morning. Poor choice for breakfast - very little that was healthy. Good: Great location, nice room.",2018
4.6,"Bad: I think there could be more options offered as breakfast (there were only bagels and donut like something, and fruits), but it was still enough. So it's not something I didn't like but something that can be improved. Good: This hotel was a great one! When we entered room, there was classical music coming from the stereos, which give us a very nice feeling to start with. The bathroom, the towels, the bed, everything was clean, organized. I wish I could stick around more and enjoy the room as I stayed for 2 nights and was in the hotel to sleep only. The room was also facing the Boston public library, which was a blissful view, that makes you feel like you're in full luxury. The surrounding area was great, the parallel street (I believe it was Newburry) is full of nice clothing boutiques. It's really close to variety of food options and also right next to Copley station which makes public transportation a total ease. But I think when the weather permits, it's totally walkable to go around Freedom Trail etc. Also, I arrived very early in the morning and left in the middle of night, both felt okay to be out in the street, which is something I value the most.",2018
5.0,Bad: Dont change a thing. Good: Staff was very accommodating even those we shared elevator rides with. Location was central and easy to walk places. We enjoyed our stay.,2018
5.0,"Bad: Couldn't find fault with anything. Good: It might sound strange to say that I was ill in bed for most of my stay but still gave the hotel top ratings!. However, the room was extremely comfortable and clean. The staff were very helpful and pleasant and the location was great. We were in the annex which fronts onto Ocean Drive and there was a very good cafe/bar below. I found out towards the end of the stay they also did room service. Wish I had been well enough to take advantage of this great little hotel.",2018
5.0,"Bad: Expensive of course, wish the hotel restaurant was more reasonably priced because we wanted to go but couldnt justify. Good: Bed was great and the staff was so genuinely kind",2018
3.55,"Bad: Very noisy at night (24h party directly below the rooms in the other building, traffic). We didn't stay in the main building, we weren't informed before. So please check before, otherwise there's not much sleep possible. Good: Next to Ocean Drive, so the beach is over the street. Room was huge and clean. Valet parking was very fast (39/d), staff was friendly. Also the roomservice was fast and delicious.",2018
4.6,Bad: Can be a little noisy at night but that is the compromise for being at the centre of all the action. Good: If you are looking to be at the centre of all the South Beach madness then this is the perfect hotel. Located right across from the beautiful beach and in the middle of the Art Deco district. Large comfortable rooms that offer full amenities. Good rooftop pool with great snack and drinks bar. Staff very helpful and John the concierge was great.,2018
5.0,"This hotel is in the perfect location! A half block from Broadway Times Square in the Theater District. The lobby is nothing special, as is the streetfront of the hotel. Our room was clean and very nice. We had a King Deluxe. The bed was ok, not bad, but not exceptional. The toiletries in the bathroom were great! I usually don't use them, but I loved them all. The continental breakfast offered a nice array of options, and was well stocked. The coffee was very good. The free wi-fi was a nice bonus.We had a bit of a problem checking in. We arrived at about 11:30am. I had been told the day before, that it was possible that our room could be ready by 10:30 am, although check in was officially at 4pm. Our room was not ready, so we left our bags, with a promise that we'd be texted as soon as our room was ready. We checked back at about 3pm, even tho we had not been texted. Still not ready, they'd text. We came back about seven, still no text, and were finally able to check in. As we checked in, I heard someone asking about a wine and cheese hour. We had missed it! I remarked to my husband, that I would have loved a glass of wine after such a hectic day. The male who checked us in heard me, and asked what kind of wine we liked, and said that he would send some up, on the house! Within minutes, two bottles of wine, on ice and 2 glasses arrived. To be able to relax in our room, with a glass of wine, really made up for our late check in! The whole staff was very nice and I would definitely stay there again.",2018
4.0,"Had a really nice stay at hotel renew. Was close to the beach near to where they have a concrete break to stop the waves crashing, so would be good for young families. The bed was really comfy. Only a couple of negatives, the room we were in had a window in the bathroom, and a frosted glass door to the bathroom. This meant light streamed in through the window and door in the morning. Also there wasn't much for breakfast if you are trying to avoid sugar and there wasn't a lot of space.Aloha!!!Mahalo nui loa (thank you very much) for choosing to stay with us and for providing valuable feedback of your experience. Were glad you enjoyed our close proximity to our famous Kuhio Beach, restaurants, shopping outlets, and tourist attractions We are dedicated to touch all we encounter with integrity and the gracious spirit of Aloha as we fulfill the dreams of our guest. Overall we hope you had a positive experience on Oahu, and enjoy all the adventure our island has to offer. If your travels bring you back to Waikiki, we would be delighted to host you again. Mahalo,Thomas Harris Jr. General Manager",2018
5.0,"I was pleasantly surprised by my visit. After arriving in NYC, I noticed that I booked the wrong Four Seasons. It was my intention to stay at the Four Seasons close to Central Park. However, the services at the Four Season Downtown location exceeded my expectations. They were able to provide check-in for an early arrival (11:00 am) to a spacious, clean beautiful room. The breakfast provided through room-service was delicious (you must try the truffle scramble eggs). My dinner at the Cut was outstanding. This is an exceptional addition to the Financial Area.",2018
5.0,"I am currently in house and felt in necessary to write a review immediately. This hotel is amazing and I would recommend it to any and everyone staying in NOLA. The entire staff is fantastic and friendly. Even prior to arrival, their service was seamless. I had to send a credit card authorization because my wallet was stolen and it was handled by the staff in no time at all. I even mentioned that I was arriving super early in the morning and I arrived at 9am to find my room was already checked in and waiting for me, which was so beyond my request. It is hip, trendy, fun, lively and worth every dollar. The room, while on a low floor, is perfect. I had a problem with my television, which I normally need to sleep and even though it was late and the staff could not immediately rectify the issue, it was the way it was handled that truly made all the difference. I could not be more pleased. I will say one thing.. a word to the wise, if you will. Bourbon Street will get you every time. I was somehow hungover by 6pm. Drink Responsibly.",2018
5.0,"It was our first visit to NOLA and first stay at Bienville House but it will not be our last! From check in to check out we were treated courteously, even at the restaurant/bar where we had fun drinking fun drinks. Our room was beautiful...so NOLA and the marble bathroom and shower was perfect...LOVE Bienville House!!!",2018
4.8,"Bad: nothing. Good: Location is perfect. Near to the beach, resturants, lounge bar, etc. the room is good and clean.",2018
3.15,"Bad: I didnt like being charged daily fees for the beach/pool when I never used them. Good: I was incorrectly being charged for the previous guests breakfast, its a good thing I checked my bill. I liked that the complaint was immediately checked and the bill promptly rectified.",2018
5.0,Good: Location is just excellent! And the fact that they provide you included sunbed at the beach!,2018
3.75,Bad: Bathroom a bit small. Good: Good hotel. Close to beach and bars and restaurants. Good staff,2018
4.4,Bad: Expensive but all of south beach is. . Good: Location,2018
5.0,"Good: Excellent location, clean interior, very good staff. Easy check in/out. Free parking where the nearby hotels charge for parking even if you stay there.",2018
4.8,"Bad: I can't think of anything. Good: The hotel was less than 1/2 mile to the strip (an easy 10 minute walk), which allowed me to be close enough to take advantage of it, but far enough removed to get away from the mega-ness of it. Check-in was easy, the staff was friendly and helpful, the size of the room was pretty standard (which is all I wanted or needed), the bathroom was clean and well-appointed, and the bed was comfortable.",2018
4.8,Bad: Was a little too far to walk to the strip. Good: Bartender was awesome got complimentary drinks at bar. Very clean.,2018
2.9,Bad: Facilities feel outdated. Good: Breakfast was great and the Starbucks in the lobby was awesome!,2018
4.15,"Bad: Hotel is old, need refurbishment. Good: Value for money",2018
3.55,Bad: Construction noise woke us at 6:15 am But I was credited 1 day of the resort fee for the rude noise. Good: Bed was comfy Free bourbon tasting and dessert in their bar was a plus,2018
4.8,"Good: Delightfully smoke free! No casino, so much quieter than regular Las Vegas hotels. Just behind The Flamingo, so short walk to monorail, Paris or the strip. The concierge, Spencer, was very helpful in getting back to the motel quickly after our show.",2018
4.15,Bad: Nc. Good: GReat beds!,2018
2.5,"Bad: Room service was slow, have hidden pet fees and rules, and the pipes werent working. Good: They have a doggie potty area and spacious rooms",2018
5.0,Bad: I had to be switched because these people next door were partying all hours of the night. At 3am they decided to start arguing in the hall. I called security once for them to turn up their music right after they left. Then security came up again while they were in the hall screaming. I will say this the hotel made it right. They gave me that night free and switched me rooms. Good: The rooms were beautiful. Comfy beds good breakfast.,2018
3.55,Bad: I expected to have a much larger room that looks more like a suite.,2018
5.0,"The Broome doesnt feel like NYC at allIt captures the elegance of Morocco and you feel a world away from the traffic and bustle of the city. The rooms are small, which is standard in NYC, but I did expect a bit more space for the price. The beds are comfy with super luxury sheets. This might be an odd point, but many of the luxury hotels I have been in lately have moved away from using a fitted sheet on the bed, which leaves the guest with a flat sheet on the bottom that twists and bunches by the morning. I was delighted that The Broome still uses both flat and fitted sheetsit is a must for a good nights sleep! The staff is enthusiastic and welcoming. A good stay, indeed!Dear ECWPhD:On behalf of the team, thank you again for staying with us and thank you for sharing your feedback with us. It was a delight welcoming you into our little Oasis. In fact our rooms are designed in and out to offer a little break from the city while you are in the city. We wish to have you back again very soon. Until then, if you need anything at all, please do not hesitate to contact us at infothebroomenyc.com.",2018
5.0,"The Broome is a well-situated, warm and welcoming boutique hotel in the heart of Soho. The rooms are sizable and airy, the staff friendly and knowledgeable and the location superb. My daughter and I had a wonderful time and will definitely return.Dear Bethshorstein:Thank you again for choosing to stay with us at The Broome SoHo NYC and thank you for taking the time to share with us. We really appreciate your feedback and it was a joy having you and your daughter with us. We really hope to get to see you again soon. Until then, if you need anything at all, please do not hesitate to contact us at infothebroomenyc.com.",2018
4.8,Good: The breakfast was amazing and the comfort of the room was perfect.,2018
4.8,Good: Very good service. Excellent dinner in hotel restaurant,2018
4.15,"Bad: I thought the bathroom was a bit small for the space and the physical appearance could have been a bit more modern and sharp. Good: I liked the spacious nature of the room. The bed was super comfortable. The staff were super attentive, helpful and friendly",2018
4.8,Bad: There was a lot of noise out on the street around 3am. Not the fault of the Hotel. Good: The staff and atmosphere were amazing. The beds were super cozy! Security staff at the hotel were awesome,2018
3.15,"Bad: Expensive! I know that it was but the room i expected to be way better as a mega room seemed so regular , the price wasn't worth it . Good: Nice scenery",2018
2.7,Bad: Within the first 15 minutes of being there we got a complaint from a neighbor for having music too loud. The speaker was not even up half way and it was 4 oclock in the afternoon on a Saturday. At the end of the night staff were rude.,2018
4.8,Bad: Bathroom doors. Good: Lovely room. Good size.,2018
5.0,"My wife will thank me forever. Wonderful hotel in Miami, not on the main beach strip but I would say in a better position, if what you want to do is relax and enjoy the area. The rooms were superb and we had one with a huge balcony overlooking the harbour and pool. Breakfast was just and simply amazing especially when sitting outside in the morning. Pool area well maintained and serviced by staff. There are very few amenities outside of the hotel, one has to walk for about 10 minutes to get to shops etc. Concierge services was very helpful, a big shout out to Carlos who was the most helpful concierge guy we had come across for a while, he is a mine of information about the local area. This hotel oozes luxury and very family friendly, my family of 4 was really looked after, Two small gripes, the hotel should have somewhere in the evening where a family can enjoy drinks and desserts, that is not the bar, very often we could not get a space there in the evening or felt uncomfortable to be there with kids, the other point being in room dining could be improved, the menu was a bit short for us and the kitchen was not flexible enough to tailor some dishes, for example making the pasta spicy, we ordered some rice with our chicken and it was just undercooked , it was changed immediately and we were given complimentary glasses of wine but it was too late when one is starving !",2018
5.0,"We stayed at the Ritz for 5 nights in a club levelSuite. Location was wonderful, right by Boston Common and multiple T stops. Service was wonderful, especially from the concierge, front desk and club lounge staff. Staff made my 4 young children feel special and they enjoyed the scavenger hunt and little toys provided. The room was lovely and well appointed though a little smaller than it appeared in the website. I would definitely stay here again when I Boston! In fact Im planning on a business trip to Cambridge soon and considering staying here and commuting.Dear mnmorange,So glad to hear you enjoyed your recent stay with your family at The Ritz-Carlton, Boston, with all of the city so easily accessible just outside our doors. It is wonderful to know that you and your children were well taken care of by the friendly and professional ladies and gentlemen throughout the hotel. Thank you for taking the time to comment on your visit. We hope you will return for that upcoming business trip - getting to Cambridge from the hotel is a breeze - as well as many more occasions, when it will be our sincere pleasure to welcome you back.Warmest regards,William P. Bunce, General Manager",2018
4.0,"We spent 5 nights here in a regular room in December. The good: We loved the building's character, and old NYC charm. The location can't be beat. The butlers were overall very helpful, especially Emina. The car service is lovely, and the driver we had (Robert) was very nice. The concierges were interacted with (I have forgotten names) were both superb. Housekeeping was OUTSTANDING after the first night. Very much appreciated. The bell staff and doormen were also mostly really great. We felt very welcomed most of the time we interacted with staff.The not as good: A few minor misses upon entering room for the first time - there was some debris from prior guests. One of the butlers didn't provide the same great service as the others. Nothing to be totally fussed about, but these misses stand out all the more against the otherwise stellar service. Really the only true disappointment was that we weren't impressed by our Room Service breakfast at all - best to skip.Overall, we really enjoyed our time here and do recommend if it fits your NYC plans.Dear Nakoa G,Thank you very much for reviewing your recent stay at The St. Regis New York. We greatly appreciate you taking the time to write you review and provide us with your feedback. We are pleased to hear that you enjoyed your room and the Butler service, but are disappointed that you were not impressed with your Room Service breakfast. We will share your thoughts with our Food Beverage team and will be sure to address this internally. We hope to have an opportunity to welcome you back on your next trip to New York City.Kindest Regards,Senih GerayGeneral Manager",2018
5.0,"Stopped in for mimosas and coffee while shopping in 5th Avenue. Where else can you get a Veuve Cliquot Mimosa Beautiful, nostalgic, old world. They also have a Nat King Cole Bar with wonderful history.Dear Cheriejay, Thank you very much for your kind words. We are pleased that you enjoyed your mimosa at our iconic King Cole Bar, and we hope to welcome you back again soon. Kindly, Senih Geray General Manager",2018
5.0,"My wife and I stayed at the St Regis for 8 nights in June 2018 as part pleasure part business trip. This was our second time at the hotel and we cannot fault it. The staff were exceptional and made our stay very memorable. The hotel's location made it great to get around the City and the friendliness of the staff made our time there very enjoyable. Janelle in the fitness centre was a particular favourite of ours as she made going to the gym in the mornings a very welcoming and friendly experience. We will definitely stay here upon our return to New York CityDear GK1708,Thank you very much for taking the time to review your recent stay at The St. Regis New York. We are very pleased to hear how much you enjoyed your stay, and especially your experience in the Athletic Club. We will share your kind comments with Janelle and the team, and we look forward to seeing you again soon.Kindest Regards,Senih GerayGeneral Manager",2018
3.0,"I have stayed for New Year's Holiday.I was looking forward to visiting this hotel very very much. and I requested to them that I would like a high floor at their web site while reservation. as a result,my timeline on arrival day is following.11:30 arrival at Hotel,and deposit luggage. the representative of reception saidWe accept your request. at this time.15:45 Challenge for the first check-in. But the another representative told me that Check-intime start from 16:00.16:00 2nd challenge to check-in. new another representative said the inspection of your room hasn't complete yet. wait for several minute the long line made by waiting check-in people were appeared from this time. 16:15 3rd challenge to check-in. next another representative said the inspection isn't yet.wait for 5-10min. I answered OK,I wait for at here(front desk) the long line has become much longer.16:50 4th challenge to check-in. no one tell me anything.I try to talk to another person who stand the next of front desk I am waiting for 45 minutes,Whyto tell you the truth,I had expected this time a little.because I thought this waiting time was the time to find the highfloor room I requested. 17:00 check-in done.the room assigned to me was...the most lowest floor(3rd).there are 20 floors in this hotel and I had requested higher floorsince 2 month ago,But the answer was the most lowest level.I was so sad...so sad. the attached picture is the View from this room.If the assigned floor was 4th floor,I think I was saved from this sadness.But 3rd...the most lowest floor to the guest who request high floor.I know this season is very busy.I don't want to complain more than that.The hospitality and smile of their staffs were very good.I'll stay this hotel again.maybe this month.Dear 376masatot, Thank you very much for feedback about your recent stay with us. I am terribly sorry to hear about your arrival experience and that your request for a room on a high floor could not be fulfilled. This is definitely not a typical St. Regis experience and on behalf of the entire team I would like to sincerely apologize. We would love for an opportunity to welcome you back to our hotel and show you our true five star service, so please do not hesitate to contact me directly at Melanie.rehbeinstregis.com for anything I may assist with. Sincerely, Melanie RehbeinDirector of RoomsSt. Regis New York",2018
5.0,"Welcome to one of the most iconic and beautiful hotels of Manhattan! Marble, crystals, golden leaf paintings, elegantly decorated rooms combining newest technology and extreme comfort in a charming style that one may find somehow a little bit Marie Antoinette. Kind staff, great Doorman from Bretagne, Champagne sabotage at the Bar. Maybe some room for improvement on the side of the kitchen to refine the bar menu and breakfast. A wonderful home feel. Congrats and Thank you! Dear jfcollobert,On behalf of the entire team at The St. Regis New York, we would like to thank you for taking the time to review your recent stay at our hotel. We are pleased to hear how much you enjoyed your stay and that our team provided you with excellent service. Thank you for recognizing us at Manhattan's most iconic hotel with a rich history, as well as the newest technologies. We look forward to having an opportunity to welcome you back to our hotel again soon.Kindly,Senih GerayGeneral Manager",2018
4.4,Bad: no need Karaoke club. Good: Clean and comfortable facilities,2018
3.75,"Bad: Room is clean, I expected room would be bigger but not,Paid about 230. Good: Good customer service and room is clean",2018
5.0,Good: Great location and nice facilities. Large clean rooms and the staff were very helpful. Would have no problem staying here again.,2018
2.1,"Bad: Me and my husband came to Chicago for our 10 year wedding aniversary. My 10 year anyversary gift from my husband,a watch, was STOLEN from our room while it was being cleaned the day before we left Chicago.The head housekeeper claimd she talked to the person that cleaned our room,but said they didnt see any watch and told me I must have misplaced it, putting the robery on me!!We turned the room up side down,but of course there was NO WATCH!!Nobody offered to call the police,but we were told we could GO TO THE police station and file the paperwork.For two tourists in a country they have never been to before just a few days after the shooting that killed captain Paul Bauer, we didnt even know how to begin to talk to the police.We didnt get any compensation,but the head housekeeper offered us a drink at the bar..... finding out when we came back home that we were charged for the drink. Good: The front desk people were very helpful and nice - especially Emily Mendoza.",2018
4.8,Good: Excellent location and good price for money. Rooms were big and clean and staff was friendly and professional .,2018
4.8,Good: Bed and shower were awesome,2018
4.5,"Bad: Only 2 elevators, coffee. Good: Breakfast included as well as one drink (5-8 pm), new and well kept, great location",2018
4.4,Good: I liked that they offered a complimentary happy hour with appetizers and drinks.,2018
5.0,Bad: Shower. Good: Doorman was wonderful- very helpful.,2018
5.0,"Good: The shower was amazing, I cannot speak highly enough about the shower. I travel regularly and this was the best hotel that I have ever stayed at.",2018
4.8,Bad: Floor to ceiling see through glass in bathroom. Good: Large floor to ceiling windows overlooking downtown. Chic design.,2018
5.0,Good: The staff was very accommodating and the beds were very comfortable.,2018
5.0,"Bad: Really don't have much to say about it. Good: Service was great.Room had nice view,wonderful roof top.We had spa services and they were great",2018
5.0,"Good: Great location. Clean room, friendly staff. Would definitely stay there again.",2018
5.0,Good: Great value! Very friendly staff. Excellent location,2018
5.0,Good: Best hotel robe Ive ever had. Beautiful room. Very nice staff.,2018
5.0,Good: Wonderful hotel with great location and customer service. The lounge was amazing every night for a drink and snacks. Couldnt have asked for a better experience. Breakfast every morning was way better then we expected. Contacting the front desk was easy via text for anything we needed or with questions. We have traveled to many other cities and Europe and this was one of our top stays.,2018
4.8,Bad: I couldn't understand why the fan constantly as if it never reached the desired temperature.Also that nightly service fee of 14.95 is a rip-off.,2018
5.0,Bad: I had someone partying and playing super loud music above me or next to me all night. Got no sleep.,2018
5.0,Bad: Our room view was pretty poor as it was looking out and into adjacent old building and seeing right into others apartments. Had to totally close blinds for any privacy. That blocked all of the natural lighting. A suggestion or 2: !. Letting people know where their room is located within the facility so they could ask for a different view if it was available. 2. Having blinds that pull up from the bottom (instead of down from the top) would allow some privacy from close buildings and still allow some natural light into the rooms that have this issue). Additionally some kind of break on parking would be a great addition. Our parking costs almost as much as one nights stay!. Good: Social Hour was unexpected and fun. Made some new friends!,2018
2.0,"Stayed a few days while on business, big mistake. I don't want an experience from my Hotel - I want value for my money. No Closet, No dressers, No coffee maker, No Frig, No Microwave, No Bathtub, No Iron, No ice machines, No room service, No Workspace and of course no free breakfast. They give you a poker chip for one free coffee or drink. It is geared towards those who don't need any of these amenities and want to hang out in a noisy bar environment for your computer work. They give you a small tray table about 15x15 inches to work on in your room, that doesn't cut it for me. I get the revenue play with putting more rooms in a much small piece of real estate but for the nightly cost, a business traveler can find much nicer hotels in Chicago. I would suggest an improvement would be to have a fold up table on the wall and a chair at least. Traveler beware if your are on business (especially a women) this is most likely not the place for you - unless you just want tacos and the free lollypop from room service. I think the Do Not Disturb sign with the young guy in his under ware hugging a teddy bear says it all.",2018
3.35,Bad: Missed check in by almost 2 hrs. Good: Location decor bar service,2018
5.0,Bad: I dont like the anchovies in the Caesar dressing. Good: Bed and pillows are the best,2018
5.0,Good: Perfect hotel,2018
5.0,Good: Great location. Staff was amazing,2018
2.5,"Bad: The property tries so hard to be trendy that it actually made it very difficult to stay as a family. There was only one pillow each, three towels for four people and a tightly restricted supply of coffee- only two, environmentally unfriendly, pods. The oddest part was there were no teaspoons, only stirrers and amazingly no kettle- and only two mugs for four people. We had to bother house keeping just to bring a kettle up to make tea (also not supplied). This hotel sells trendy box water for 8 which pretty much sums up how far off the mark this place is with practicalities. Trendy sure, but practical and sensible...no. Reminded me of of a start up thats well funded but just silly. Also the rooms air conditioning setting included jet engine or off so that was extremely uncomfortable. I wouldnt stay here again given they also have an odd naughty drawer and I needed to explain to my 7 year old what sex dust was. Extremely odd place to stay as a family. Good: I liked that the lobby was filled with fun games and a great bar which was very relaxed and welcoming.",2018
4.8,"Good: Activities for kids, pool and virtual reality Room size Coffee",2018
4.6,"Good: My kids loved the place with games, billar, virtual reality etc",2018
3.15,"Bad: Beds are creaky, thin walls you can hear everything from the room next door and hallway. Housekeeping isnt consistent. Laundry delivery to the wrong room. Good: Location",2018
4.8,Good: Excellent location. Staff very friendly. Bedroom very clean.,2018
4.6,Good: Fun and comfortable hotel in great location,2018
5.0,Bad: My preference for a mattress is more on the harder side so my back was rather sore in the mornings after waking up. But it seems like most American hotels have rather soft beds so I am not sure if this is something that bothers other people or not.,2018
4.0,We had a very good stay at this hotel. The staff is very friendly and helpful. The breakfast was good. I had been worried about the breakfast because I had seen some reviews that hated the warm up eggs and breakfast sandwiches but I thought they were just fine and there were a few other good options. The only thing that sucks about the warm up sandwiches is the waste it makes. Itd be nice if the wrappings were recyclable.The only negative thing I would say is that the rooms are showing a need for a deep clean. There is dirt accumulating in the corners and soap scum on the shower shelves. The room in general was clean but definitely showed signs of cleanliness neglect if that makes sense. Location is excellent for two reasons. 1) central to all of the attractions which makes everything super walkable and 2) right across the street from Reading Terminal which was awesome!,2018
5.0,"The hotel is situated in the perfect spot for all the attractions, and within walking distance of most of them. The hotel was clean and just right for what we wanted, nothing too flashy, not overly expensive and very clean. We had a great view and could see the top of the Empire State Building from our window. The staff were all very pleasant and helpful. The Subway was just around the corner and there were plenty of places to eat. Our stay at The Chelsea Savoy hotel was a happy one, we would definitely stay there again.",2018
2.0,"This hotel is barebones, ugly, and has zero amenities. The people were nice, it was clean, and the location is decent for someone who has business in the Loop. However, there are multiple other hotels right nearby that are much better.",2018
5.0,"I had a room on the 9th floor. Supposed to be a small room but in reality was very adequate with a king size bed. Comfortable, and total paid on booking.com was 88! I was walking distance to the Southshore train which I used to travel from Michigan City, Indiana. I arrived early, 10:45am, and I had planned to ask them to just hold my overnight bag, but they said my room was ready so I was checked in by 11 am! Wow! Every staff member was very helpful, and I enjoyed dinner at the Elephant and Castle restaurant affiliated with the hotel. Excellent food and beverage.",2018
4.0,The hotel was average but the price and location was very good the Hotel was very old like 90is the staff was helpful if u want to go to attend any show at convention centre then u are at right place its also near to strip only waking distance,2018
