reviews.rating,reviews.text,reviews_year
4.6,"Bad: (Valet) parking is expensive. Room was a bit small. Good: Very pleasant experience. The room was good, clean and had a rich minibar. Very nice bar/restaurant/breakfast accomodation. Personell (we were helped by luckas) was extraordinary kind and helpful.",2017
5.0,Good: Beautiful rooms and amenities - L'occitane products. The restaurant Finch great food and amazing bar. Loved the Boxer,2017
5.0,"Good: The room was very comfortable, great for a couple. We had a wonderful time, it was very conveniently located to the TD Garden, which is where we were attending a concert. It was also very close to the North End and Faneuil hall, which is a great area to visit for food options that are very plentiful.",2017
5.0,"Good: The whole 5 day experience at the hotel was superb- the room,staff and location were all perfect- thank you The Boxer second time staying with you and all requirements were met.",2017
5.0,The location,2017
5.0,"Good: The hotel environment, the staff went above and beyond to make our first trip to Boston better than we expected. Recommendations they made, help with directions, very friendly, didnt feel like a hotel, felt like staying with friends. Comfortable beds, cozy room, great food.",2017
3.75,Bad: Room size. Good: The close proximity to TD garden,2017
4.8,Bad: The pull out couch was extremely uncomfortable. Good: Room was great. Staff was friendly and welcoming.,2017
5.0,the bed was very comfortable,2017
3.55,"Bad: Sofa bed very uncomfortable. Good: Great restoration of classic building close to sports, shopping and financial district.",2017
3.75,Bad: The room lacked hanging space and was quite small. Good: The staff were friendly and helpful. The bar and restaurant were nice,2017
4.4,Good: The location was perfect for walking to everything,2017
4.8,Bad: Room servicing late in the day. Good: Great hotel. Friendly staff.,2017
2.5,Bad: The restaurant was closed for a refurb and as a result we had to eat our breakfast in the lobby on our knees. We had tiny plastic plates and plastic cutlery and a poor food choice . I was not informed by booking.com that this was the case . It was not the service we wanted for 675 dollars for 2 nights!!. Good: The room was good,2017
3.95,"Bad: the room was not very big and a couple more hooks here and there would have been nice to hang coat, towels etc. Good: nice decoration, well located",2017
2.1,Bad: Thumping music all night long. So loud the windows vibrated.,2017
1.65,"Bad: The room I booked was a non-smoking but when we got to the hotel, the gentleman at the counter said they didn't have any and have not had any available for several days. The guy then said that in order for me to get my money back, I'd have to go through the third party that I booked the room through. Good: Nothing",2017
3.95,Good: HELPFUL STAFF,2017
5.0,Bad: I still really hate the cigarette smoke in the casino. But other then that (and all the crazies on the fremont experience at night) its fun and awesome!. Good: Location was perfect for our leisure trip. Free valet parking is always amazing (of course we tipped every time we picked up and dropped off our car!) The amount of things to do on the Fremont Experience is endless! What an awesome experience. Truly the 9th island for Hawaiians like us! We love it!,2017
2.5,"Bad: 1st - PARKING LOT **BAD,BAD,BAD** This is 2017, nobody need driver to parking car, unless you're 85 yrs old (should not even drive). But drivers that steals quarters from your rental car, this is very low. 2nd - They asked a deposit of 100. Because I was planning to get it back, I used a BC and not a CC. On check out I was informed that it will take 1 to 2 days. Should I trust on it 3rd - If you sleep on that room 512 and need a AC on, make sure you are deaf or use to leave near NY freeway. The noise of that machine it's worst than sleep on LV international airport at 9am with your windows car open. Will I stay on this hotel again NEVER. Good: Location, access to shopping, and cleanning",2017
2.9,"Bad: Dirty and old room. Valet parking is not comfortable. Casino is old and has no roulette. If you have a car, you can stay, cause the price is everything. Good: Pretty cheap for Las Vegas",2017
4.15,Bad: Check out was too slow. Good: Buffet was excellent,2017
4.6,"Bad: To be honest, nothing to complain about. Just too bad that there wasn't any free wifi in the rooms. Good: Considering that we only paid 88 dollars for 2 persons for 2 nights, this was great value for money. The hotel is located in the middle of Fremont Street, so you just step outside and you are in the middle of the action. Our room was on the 9th floor and we didn't hear any noise whatsoever. The room was maybe a bit old fashioned, but still offered everything you need. We were positively surprised that we had access to the pool and gym of the California hotel. We just needed to walk 2 mins to access their facilities. The gym was really good equipped for a hotel gym. Pool was really nice and quiet. Would definitely stay here again!",2017
1.65,Bad: This room is straight out of a horror film. Good: I like Fremont st,2017
5.0,"Bad: nothing!. Good: buffet is excellant! room are clean, great view of mountains and saw fireworks in distance.",2017
5.0,Bad: Very satisfied.,2017
2.9,"Bad: The parking garage is so hard to find. I passed it at least two times trying to find it. You also can't self park, which is a hassle coming back from being out and about. You have to rush to gather all of your belongings, souvenirs, etc, because the entry bay to the garage will hold two cars at most. You can't dilly dally. Hope that makes sense. Only paid WiFi,which was a big bummer. The express snack bar/grill staff were very unfriendly. Every time I went to the buffet, the line to be seated was always sooo long. I never did end up eating there for that reason. Good: Near all of the Fremont Street Experience stuff.",2017
2.5,"Bad: The cleanliness wasn't the best. One of our towels and bed sheets had red stains on them which the staff informed us was rust, and not blood....upon arrival the toilet wouldn't flush as well. We got stuck in a smoking room even though we didn't book a smoking room. The noise was unbearable, and when combined with the smoke just added up to disaster. Good: Close to the public transportation systems. In the middle of downtown Las Vegas.",2017
4.4,Bad: smokey air out of elevators. Good: valet parking with security-,2017
3.55,Bad: Not sure about deluxe room i was in. Good: Location,2017
4.15,Good: Close proximity to Freemont Street Experience.,2017
3.75,"Bad: Not so quiet during the night, since it's really close to highway. Good: The beds were very confortable. The parking was for free, and the location close the Fremont street.",2017
2.9,"Bad: The beds were not too comfortable. Good: I really liked its location, and slot machines, the Paradise Buffet, and Duncan Donuts place within the Fremont Hotel.",2017
5.0,"Bad: The elevator to the parkade requires some maintenance - at least a wet mop to kill whatever is lurking on the floor!. Good: This resort hotel is amazing - the location in perfect, the rooms are huge, and absolutely spotless!",2017
2.7,Bad: It was hard to get into the parking area because of traffic (an event was going on) no coffee pot in the room. I like to sit and drink coffee for and hour or so before doing anything for the day. I'm not paying 3.00 per cup of coffee. Other than that it was ok. Good: It was a beautiful hotal,2017
2.1,"Bad: Rooms small, air conditioning don't work!!.",2017
4.15,"Bad: Old, not many outlets. Good: Location and price.",2017
4.8,"Bad: Main Street Station recently implemented paid parking (I stayed last week and it was still free). Although parking is free for hotel guests, they have not worked the kinks out of the system. We almost missed our flight due to being unable to leave the lot. Security had to be called and that person told us that there have been a large number of similar episodes. They need to FIX this!. Good: Everything EXCEPT the parking.",2017
1.65,Bad: none.,2017
3.55,"Bad: Th e food wasnt that good. Good: The breakfast buffett was good, the other 2 restaurants were just fair, in fact in one of them I got sick with the food.",2017
2.9,"Bad: The bathroom is very small, smaller than I am used to. The saimin noodle soup at the cafe was terrible, the noodles were mushy and blend. Good: Location was right. The buffet was so so. The food at the cafe was okay. The rooms are kind of small but okay.",2017
5.0,Bad: The pool was not at the hotel had to go to another hotel to swim and that is not stated when your booking your room. Just make it clear that there is not a pool at the hotel other than that loved the hotel!. Good: Great place to stay,2017
3.55,Bad: My room was near the ventilation system and there was a lot a noise coming from that. Good: Excelent location in the freemont Experience.,2017
3.95,Bad: There were a couple younger staff at the desk during mid day times that seemed bothered by questions. Good: Easy to park. The room was clean and cool. Valet staff was really nice. Steve the maintence man was amazing. I dropped my pearl earring down the bathroom sink. He took the time to take the loop of the drain and get my pearl earring back. I was grateful for his extra service and care.,2017
4.15,Bad: Waitress didn't come around a lot even with tipping. The hotel was older and had some cosmetic problems. Good: Lots to around the property and decent food prices. The buffet was really good.,2017
1.45,Bad: Rude staff. Cleaniness. Bed. Had to change rooms three times. I will never stay there again!. Good: Nothing,2017
3.35,"Good: Good hotel at Fremont street. But do not expect something special. Relatively old rooms, no WIFI in the rooms, but the bed was comfortable, the staff was nice, and the Hotel is direct in the heart of Old Las Vegas.",2017
4.4,Bad: No pool. Good: Every thing was walking distance,2017
4.6,"Bad: A fridge in the room would be super nice. Good: The room was very clean, beds comfy and 3 pillows. Every one was friendly. Great valet staff.",2017
5.0,Bad: The bar is a little on the expensive side. Drinks are very small for the price. The bartender we had was very slow and not very friendly. We waited about 10 minutes before we were served. It wasn't busy either. Good: Staff was very nice and helpful. The location of the hotel is very convenient.,2017
5.0,"Bad: I loved everything. The parking, the restaurant ,the rooms and the the several acts that perform every night in the downtown area. Good: The people at the front desk were superb. They upgraded me to a real nice room.",2017
5.0,Bad: the noise fm the live bands when trying to sleep.,2017
3.75,Bad: Might need a little updating. Good: Conveniently located on Fremont,2017
5.0,Bad: Better meal choices. Pool and fitness center on property. Good: Ease of conveniece to everything I needed,2017
4.8,Bad: There is handicap parking for checking in but not close after checking in. Good: Everything was convenient and costs of the buffet were not bad. Prices in the restaurant were affordable.,2017
3.35,Bad: My money was stolen at the valet... room was dirty and had to get another then key card didn't work for new room. Manager did his best but I was disappointed. Good: Location,2017
4.8,"Bad: safe is too small for dslr camera or laptop. not acceptable. Good: good location, good food, good price",2017
5.0,Bad: The bar tender in the Casino was not at all friendly or attentive. Good: very nice restored hotel. Excellent condition. Great atmosphere. A very nice place to stay in Downtown Las Vegas,2017
3.75,Bad: Hassle checking in confirmation email lost by bookings or Fremont hotel had my email almost didn't use mine scary .,2017
1.45,Bad: Rude staff. Couldnt find our reservations waited 2 hrs to confirm eventhough prepaid..rooms not cleaned. Got smoking instead of non smoking. Will not be staying there anytime soon not. Good: Location,2017
4.6,"Bad: wifi is chargeable. Good: location, casino was cheap, food is just in the hotel (buffet, donuts, etc)",2017
3.75,Bad: needs to be updated a bit forsure. Good: i like that they upgraded our room for one night the beds were very comfy and staff were great and we felt very safe after what happened,2017
3.75,"Bad: Seemed old, our ac didnt work. Good: Location",2017
5.0,Bad: good. Good: yes,2017
3.15,Bad: Valet scrapped my car on the wall and no fridge in the room. Good: It was clean and close to everything!,2017
2.75,Bad: Non smoking rooms smelt like smoke and just all the cigerate smoke throughout hotel. And room drains slow draining. Good: I liked the lanai restaurant and valet parking,2017
3.35,Bad: Short staffed at the registration desk. Good: Great location and price was right,2017
2.5,"Bad: The cleanliness wasn't the best. One of our towels and bed sheets had red stains on them which the staff informed us was rust, and not blood....upon arrival the toilet wouldn't flush as well. We got stuck in a smoking room even though we didn't book a smoking room. The noise was unbearable, and when combined with the smoke just added up to disaster. Good: Close to the public transportation systems. In the middle of downtown Las Vegas.",2017
5.0,Bad: No self parking.. had to reach down to flush toilet. Good: Location,2017
2.7,Bad: The bathroom was gross. The inside of the tub was peeling.The ceiling looks as if it had a previous flood upstairs. Good: The buffet was good.The location of the hotel was great.,2017
5.0,Bad: We liked everything. Good: The beds were comfortable the rooms were clean,2017
4.6,Bad: One of the things we did not like was the fact that we couldn't wake up to a cup of coffee in the morning without paying an arm and a leg for one. The other was that they should at least offer free coffee and beverages to their customers. Washington State casino have a coffee and soda machines for their customers to enjoy as they play. I also do not like the idea of casinos shoving resorts fees down a person throat when they know that the percentage of customers do not use the resorts. Good: I enjoyed the friendly staff.,2017
4.8,Bad: The bed was too soft for my mate and we need more pillows. They were happy to provide the additional pillows. Good: The entire staff was very nice. The room was clean and we stayed on the north-side and did not hear any noise from Fremont Street.,2017
4.4,"Bad: No wifi in the rooms in 2017. Good: Great location! Friendly staff and you can buy your breakfast in the casino. There is no free Wifi in the rooms, but you can enjoy free Wifi in the lobby. Room was spacious enough and linnens were clean. Room looked like it was recently updated and we enjoyed our stay.",2017
4.6,Bad: Nothing . Good: Really nice casino brew pub hotel rooms were massive and clean great location for fremount street and affordable drink and food prices easy to get to the strip using local transport,2017
4.6,Bad: the entire atmosphere of being downtown Las Vegas. Good: Everything was very convenient to get to.,2017
5.0,Bad: That I couldn't stay longer because of work. Good: All the lights and the view,2017
5.0,Bad: Had some trouble regulating the water temperature in the shower. Good: The use of space was excellent and the room and the bed very comfortable.,2017
3.15,Bad: The breakfast was minimal. The rooms were tiny. There wasn't a workout room. Good: The room location was at the back of the hotel and quiet.,2017
4.4,"Bad: Rooms were pretty small, definitely not suited for a family but great for a couple. Good: Great location, Comfortable rooms, breakfast was good (beagles, cream cheese, donuts and coffee.)",2017
3.35,"Bad: Very expensive hotel relative to services eg Breakfast is repetitive and very weighted to carbohydrates. No skimmed milk, only half and half. Lounge area a little jaded, perhaps Remember to add in the tax etc as this significantly adds to the cost of the hotel. Good: The location is central to a range of must-see sights",2017
3.95,Bad: Room is on the small side. I was on one of the back rooms. There are no views and other buildings can see inside your room since windows are high. Breakfast is not attended and no hot option. Very narrow corridors. Good: The decor of the room is very modern and pleasing with sound equipment for those that want to listen to music with speakers on the wall. Floor of shower is non-slippery. Decor of the bathroom is also very nice. Location is outstanding with Copley subway station accross the street as well as bus stop. Restuarants and shops in Newbury Street one block away. Bagels and donuts in breakfast were fresh.,2017
5.0,Bad: parking. Good: BREAKFAST AND THE BAR WERE REAL NICE........BARTENDER chris ..great guy,2017
2.3,"Bad: staff r not helpful at all, room was really soooooo tiny even I booked large room, but the staff gave me two options,, if I want the large room I booked,,,, I have to go up a stair with my luggages, then down a stair again with my luggage to the basement, then walk through a hall way to reach my large room,,, or get a tiny one so I can use the elevator and make it easier for me to reach a room with all my luggages. really Bad experience,, I paid 200 a day for this SH,, I would Pay only 160 at Bellagio LAS VEGAS and get the best service in stars hotel,,,better than this hotel charlesMark. dont book this hotel Pals in case u have other options. Good: location",2017
5.0,Strange drainage smell when entering the reception area Loved the location and friendly staff,2017
3.35,Bad: Walls are very thin - we could hear upstairs and next door neighbors. The breakfast was very basic. Good: The location was great. Easy access to T. Nice bathroom.,2017
2.9,"Bad: Tiny grim, room with a full size bed for my husband and myself which was way too small.If you opened the window ( onto an airshaft) the food smell from the neighboring restaurant were terrible. Good: the location",2017
3.75,"Bad: The room/bed were a little small and the room was quite gloomy, very little natural light and the lighting wasn't great. Would have also preferred tea/coffee in the room rather that the large stereo/DVD system but that's just personal preference. Good: Great location, and friendly staff. Nice bar.",2017
5.0,I liked the breakfeast like swedish buffet,2017
5.0,Good: I liked the breakfeast like swedish buffet,2017
3.95,"Bad: Provided breakfast is just bagels and doughnuts + tea/coffee. I'm not sure how that qualifies as continental! Beds are very small but OK for a relatively small couple - would be uncomfortable if you are much over 6 feet. Rooms are small but that's the only way you are getting a room at this price in this location. Good: Location is excellent (we walked everywhere including from Boston Back Bay station to the hotel with our bags - it's a 10min walk), staff were friendly, rooms are small but reasonably well appointed, hotel and rooms were very clean.",2017
4.15,Bad: Closest parking was a 4-5 minute walk away for 28 overnight. Closer parking is available for 48 overnight. Good: Great neighborhood on Boylston and a block from Newbury St. Plenty of restaurants and bars within walking distance to choose from. It is one of the better values compared to other hotels in Boston. Half a block from the Copley T station if you want to get to another part of the city. 15- 20 minute walk to Fenway Park for the Sox game.,2017
2.7,Bad: Room and bed were tiny - not even a queen bed. Bed took up most of the room. Breakfast was coffee and a bunch of cold bagels. Bathroom was also tiny. Not worth the exhorbitant price at all. Good: Location was good.,2017
4.6,Good: Bathroom was large and the speakers in the wall,2017
3.95,Bad: I didn't like the siE of the rooms cozy but to small. Good: I liked the comfort of a small room the location and the staff that was working there,2017
4.6,"Bad: Too pricy, very basic for what you pay for. Good: Nice staff, good continental breakfast included. Excellent location.",2017
4.6,Bad: Room too small. Late check in at 15:00. Good: Excellent location and the staff was super polite. WiFi was working good. Check out at 12:00 was very convenient for me. Storage area provided.close by the center with all lot of coffees and bars around.,2017
5.0,Good: The wifi connection in my room was loose and disconnected during the Inauguration weekend. But the nightclerk (red-haired Irish lass) tried very hard to fix it for me. In the morning William 3 came in and tried to fix it.,2017
4.8,"Bad: Super slow wifi, Comcast kept getting stuck and I would have to wait about 45 seconds just for the channel to change - wish there's was at least oatmeal for breakfast. Good: Location - room - clean - right in front of public library of Boston",2017
3.75,Too expensive for what offered Location and staff,2017
3.95,Bad: Breakfast.,2017
4.8,"Bad: More comfortable seating in the breakfast area. Good: Excellent location, really convenient for exploring Boston and close to the underground for travelling to the airport. Comfortable room and convenient breakfast facilities.",2017
4.8,Good: Lovely room and bathroom. The lady on reception was very helpful and friendly. We would stay here again.,2017
5.0,"Good: Bar had a good atmosphere, room was really cute.",2017
5.0,Bad: The pillows were flat. Good: It was a great location close to everything. The bathroom was newly remodeled and beautiful! The bed was average but I got good night's sleep.,2017
2.7,Bad: sheets seemed unwashed and old item from previous occupant was still in closet.,2017
4.6,"Bad: The room was really small. With two large suitcases, we could hardly move in it. Good: Location, staff, bar with complimentary drinks",2017
4.15,"Bad: Breakfast can be better. Its very simple, I had to go out and seek for a real breakfast because the hotel option was not attractive at all. Good: Very good location. Our room was good, you get what you pay, anything more.",2017
4.6,"Bad: Breakfast was a little sparse but was as advertised. Good: Nice room, small but cozy.",2017
4.6,Good: Excellent location,2017
5.0,"Bad: Breakfast a bit simple, but plenty of places to eat in the local area. Also, the safe in our room didn't seem to work, but it wasn't a big deal. Good: Excellent location, with Copley T (metro) station within a few minutes walk, and a range of restaurants and bars along Boylston Street. The Back Bay area also has a few great sights to see, like the old Trinity Church and Boston public library, which are almost within spitting distance of the hotel. If you're here during the Boston Marathon (mid April), the hotel is almost literally on the finishing line, which could be very useful or very inconvenient, depending on whether you're a runner or not!",2017
5.0,"Good: The room was lovely and spacious, bed very comfy. Staff changed our bed every day and fresh towels. We could not have been better looked after by manager Lewis. Events organizers Ricardo and John were great help for tours.",2017
5.0,"I have stayed at the hotel several times over many years (while it was The Carlton). I am SO Very excited about this hotel for so many reasons. While I know there has been some challenges with renovations, I wish people would not get hung...More",2017
4.25,"Bad: Construction next door. Good: Big front porch, short walk to beach",2017
4.4,Good: Very friendly staff. Rental of a beach chair and umbrella was included in the room price.,2017
3.15,"Bad: Small rooms for American standards. Could have been cleaner. Towels were dirty. Average standard hotel, not as good as expected. Good: Very good location, one block from the beach (2 min walk). 3 min to Ocean Drive/Lummus Park, 5 min to Nikki Beach Club. Chairs and umbrellas on the beach from an external provider from 8.30 am to 6.30 pm included. Towels are provided. Valet parking 35 for 24h, no overnight street parking (day 4/h).",2017
4.6,Bad: THE BATHROOM WAS ON THE SMALL SIDE...PROBLEMS CONTINUALLY WITH THE TV / CABLE RECEPTION...HAD TO CHANGE ROOMS ON MY 3RD NIGHT BECAAUSE THE AC WENT OUT...VERY ANNOYED ABOUT THAT..BUT...OH WELL...,2017
4.4,Bad: room 222 is directly below the fitness center and it gets very loud when someone is on the treadmill. Good: Devon at the front desk was a phenomenal host! He went above and beyond to make our stay great!,2017
5.0,"Good: Room was lovely, shower was great, staff were friendly and very helpful. Bed was comfortable and the room was really quiet",2017
4.4,"Bad: The house is built in another age - access to rooms and room size are not large - but OK. The rooms are not well insulated reg. noise. The other guests behaved very nicely - good clientele - but when the garbage truck etc. is working out back, you will know it! Bring your earplugs and you'll be fine. Good: Staff was very helpful, courteous and professionel in a good way. Front desk staff responded quickly to my requests (WiFi code renewal, instruction in how to make calls from phone in room, air-con etc). I ran into the sales manager as well - I think the new owners are putting a pretty good team together, who all know that customer satisfaction is king!",2017
1.25,Bad: I stayed at this hotel for 2 days..they asked me to pay 100 deposit even though I did not know that I had to spit this money before booking the room I finally agreed and in good faith and i paid I was told that the money will be returned back to my account within 7 working daysand so it was done for 1 month and the money I did not get back.,2017
3.55,"Bad: The facility is normal and so many people held parties at night, so you may not wanna stay there if you are seeking a place where is relaxing and quiet. Good: Staffs are friendly and the location is good",2017
4.8,Good: Clean and nice room with comfortable bed. Really friendly staff. This hotel is my favourite in Miami Beach.,2017
3.75,Bad: Was told I would get a robe and didn't.,2017
4.6,Bad: Spa wasn't available. Good: Staff are exceptional and very friendly,2017
5.0,"Bad: Car was freshly washed before we arrived to valet the car. 3 days later, the car was filled with hard water marks from the sprinklers and now we need to get the car detailed to remove the spots. A bit frustrating to not get the car back in the same condition... Good: Location great, staff was pleasant, buffet was good and the chef that made the omelet was amazing",2017
4.4,"Bad: I didn't like that check-in 'begins' at 4pm. You check in and wait for them to call you when your room is ready. Ours was ready at 6p. This was more of a plain hotel, not like a 'Vegas' hotel. Food, entertainment, and 'gambling' were limited. This is the best spot to be AWAY from Vegas while IN Vegas...if that's what you're looking for. Good: All amenities were top of the line.",2017
4.6,"Bad: Nothing!. Good: 1.Great location, although 1 block back from the strip it is very central and perhaps better than staying on the strip to the far left or right. 2. Value for money for the size and comfort of the room 3. Short walk from hotel room to lobby entry unlike most mega hotels in Vegas 4. Small bar/casino across the road with 1 beer... unheard of on the strip",2017
3.35,Bad: I was overcharged at the property and after two requests to front desks no one got back to me. The third time I went to follow up myself. They overcharged me 130 dollars for the room. The hotel was under renovation so it was not good being on a partial construction site with the sound of drills going off. I would advise to shop around on the strip. Good: Bed was comfortable,2017
1.65,Bad: Pre-paid for a premium room with two double beds but was given a disability access room with a king bed. .,2017
4.15,Bad: View from room over car park. Good: Great location just off the main strip near Caesars Palace. Room comfortable and staff helpful. Allowed us to have a late check out at no extra cost.,2017
2.1,"Bad: The first room - AC not working. No hot water in bathroom. The second room - was not totally cleaned. Leftover shampoo, conditioner, and soap were found in tub area. AC is noisy.",2017
5.0,"Good: Didnt smell like smoke, and no gambling",2017
2.9,"Bad: They cannot find my booking ticket when I arrived, and the girl who serve us went to have joke with others, let us wait for her for a long time. Mini bar is empty.",2017
4.4,Bad: No pool. The Breakfast room was not appealing. The buffet was limited. Good: The heavenly beds,2017
4.8,"Bad: The elevator was tricky to use as you had to insert your room key which didn't always work. The front desk never mentioned it either so I had to figure it out on my own. Good: The location was great. The room was basic but still nice and clean. The pool was low key, perfect for relaxing.",2017
2.1,Bad: No my experience was horrible it was a bad experience frome the moment we arrived to the moment we left. I had 6 rooms reserved 2 were canceled by hotel then when we asked questions the manager decides to to rais his voice at us to the point everyone on line to check in and around tje aria was able to here what was going on. My guest were unhappy they traveled from sacramento to vegas a 9 hour drive to vet bad service. Then vale was horrible my sisters car was broken into while on possession of vale instead of helping they yelled at her and dint help her. Ontop of that all my guest and I were separated and it was hard to meet up in my room they elevaters only alow access to your floor not others. Good: . No my experience was horrible it was a bad experience frome the moment we arrived to the moment we left. I had 6 rooms reserved 2 were canceled by hotel then when we asked questions the manager decides to to rais his voice at us to the point everyone on line to check in and around tje aria was able to here what was going on. My guest were unhappy they traveled from sacramento to vegas a 9 hour drive to vet bad service. Then vale was horrible my sisters car was broken into while on possession of vale instead of helping they yelled at her and dint help her. Ontop of that all my guest and I were separated and it was hard to meet up in my room they elevaters only alow access to your floor not others,2017
4.8,Good: Great stay for short stay.,2017
5.0,"Bad: At breakfast the waiter gave you a receipt stating that although the breakfast was free (included in the price of B B) it was worth 49.98, ie they were after a tip. I felt this was unnecessary and made guests feel uncomfortable. The breakfast was self service, the waiters just brought tea and coffee. Good: This hotel was lovely, very clean, good breakfast and friendly staff. Good situation,about 5 minutes walk to The Strip.",2017
3.75,Bad: The toilet in our room blocked couple times. Good: Great location and free parking! Less than 5 mins walk to the strip.,2017
5.0,Bad: The phone receiver didn't work. And the room wouldn't get as cold as I like. Good: I love my stay at the Westin.,2017
5.0,Good: I loved everything,2017
4.15,Bad: Check-in process as staff was deceptive and misleading as to when we could check-in. Others around us were equally upset with the dishonesty. Good: Great price through Booking.com. Room was clean and bed comfortable.,2017
3.15,"Bad: Our toilet overflowed at 1am and the water wouldn't stop. When we tried to call reception the phone didn't work. My husband went down to reception whilst I packed our clothes as I naturally assumed we would be given another room. He returned with a maintenance employee and a housekeeping employee. They refused to give us another room (so we could go back to sleep!) instead keeping us awake until 2am whilst they sorted out the problem, extracted the water from the floor (the bathroom was flooded), mopped the floor and brought fresh towels. Good: The reception staff were very friendly. A bottle of sparkling was sent to our room to celebrate our wedding anniversary upon our arrival. That was a really nice touch.",2017
5.0,Good: The bed was like sleeping on a cloud! The location is away from the congestion of the strip but easily accessible. The Westin will be my first and only option when staying in Vegas.,2017
5.0,"Bad: Toothpaste. I wish more hotels came with toothpaste in the bathroom . I hate calling to get some. It's a necessity. That's my only complaint, but that's pretty much for every hotel I've stayed in. Good: The bed was beyond comfortable, didn't want to get up at all",2017
4.8,Bad: quiet off the strip but close enough to walk. Good: beds were very comfortable,2017
3.75,Bad: Nothing. Good: Quieter compared to the strip hotels,2017
2.7,Bad: Hotel was under a major renovation n there is no casino n no restaurants within the hotel. Ice machine was broken on our floor. You have to have key access to get ice from other floors but no access ever given. We had to ask 6 times for keys! They wouldn't work at all! Very very inconvenient! Apparently from what the staff said they have key problems all the time n i saw lots of guest going through the same problems. Staff is also rude in a professional way. Good: Beds we're comfy,2017
2.9,"Bad: Buffet Break fast was not to the standard of Westin. Small casino Worst of all away from Strip, which was not described well by booking.com when booking hotel......... Only one small restaurant. Good: Staff was very courteous.",2017
4.6,"Good: I'd go again. So relaxing. Aside from BALLEYS, it was a longer than desired walk to other attractions.",2017
4.8,Bad: No casino.,2017
5.0,Bad: .. Good: Five minute walk to The Strip - Belligio. Monorail station across the street at Bally's. Car hire agency in hotel.,2017
4.4,"Bad: Vacant block and vagrancy around hotel. Good: Proximity to the strip, yet quiet and friendly",2017
2.9,"Bad: The staff were not professional. The reception staff who helped me checking in was dressed like being at home. She looked very tired and communicated with me without any expression on her face. My bathroom was a disaster. It became a swimming pool after I used it each time. BTW, the real swimming pool was closed for the seasonal reason. Good: The staff were helpful. The bed is comfortable. The location is just in the very center of the main tourism avenue.",2017
3.55,Bad: Had to wait in line for 45 minutes to check in not enough staff to help. Room was not ready for an hour after check in.,2017
1.9,Good: Staff was rude to me and didn't recognize my platinum status,2017
4.6,"Bad: nil. Good: Good place if you don't want to be directly on the strip. Large rooms, clean and renovate, which is not always the case in Las Vegas. Perfect breakfast and very gooid service.",2017
4.4,Good: The staff were courteous and our view from our room was stunning. Highly recommend,2017
3.35,"Bad: Advertised as Hotel, Casino Spa but there was no casino. Very disappointed. Good: Restaurant staff were very attentive and food was good",2017
5.0,Good: Right off strip with all extras included in room price,2017
4.15,"Bad: Neighborhood. Good: Comfortable, great service.",2017
